hitid,hittypeid,title,description,keywords,reward,creationtime,maxassignments,requesterannotation,assignmentdurationinseconds,autoapprovaldelayinseconds,expiration,numberofsimilarhits,lifetimeinseconds,assignmentid,workerid,assignmentstatus,accepttime,submittime,autoapprovaltime,approvaltime,rejectiontime,requesterfeedback,worktimeinseconds,lifetimeapprovalrate,last30daysapprovalrate,last7daysapprovalrate,answersurveycode,approve,reject
31ANT7FQN8VUM0PAPNUGMXXSSHQ5HY,3164SQ54U4PQLLCRCCXF8JS5M9G7XR,Screener survey for labor market study,"Fill out this 2-minute screener survey to qualify for a study that starts immediately, that study will take up to 15 minutes, and pays participation bonus $1 with scope to earn extra. Must have webcam.","survey, demographics, experiment",$0.05,Mon Sep 24 08:52:27 PDT 2018,1000,BatchId:3380463;OriginalHitTemplateId:920937340;,2700,259200,Mon Oct 08 08:52:27 PDT 2018,,,3R0T90IZ1T548917AT484NNP17NGC3,AQGNAN3CKLKT5,Submitted,Mon Sep 24 09:00:11 PDT 2018,Mon Sep 24 09:10:09 PDT 2018,Thu Sep 27 09:10:09 PDT 2018,,,,598,0% (0/0),0% (0/0),0% (0/0),1FY94XHN,x,
31ANT7FQN8VUM0PAPNUGMXXSSHQ5HY,3164SQ54U4PQLLCRCCXF8JS5M9G7XR,Screener survey for labor market study,"Fill out this 2-minute screener survey to qualify for a study that starts immediately, that study will take up to 15 minutes, and pays participation bonus $1 with scope to earn extra. Must have webcam.","survey, demographics, experiment",$0.05,Mon Sep 24 08:52:27 PDT 2018,1000,BatchId:3380463;OriginalHitTemplateId:920937340;,2700,259200,Mon Oct 08 08:52:27 PDT 2018,,,3G2UL9A02E7WZZH57ZNBCAIM6T767Y,A3U4XNJQN852QD,Submitted,Mon Sep 24 16:28:26 PDT 2018,Mon Sep 24 16:48:13 PDT 2018,Thu Sep 27 16:48:13 PDT 2018,,,,1187,0% (0/0),0% (0/0),0% (0/0),1GPLHVPE,x,
31ANT7FQN8VUM0PAPNUGMXXSSHQ5HY,3164SQ54U4PQLLCRCCXF8JS5M9G7XR,Screener survey for labor market study,"Fill out this 2-minute screener survey to qualify for a study that starts immediately, that study will take up to 15 minutes, and pays participation bonus $1 with scope to earn extra. Must have webcam.","survey, demographics, experiment",$0.05,Mon Sep 24 08:52:27 PDT 2018,1000,BatchId:3380463;OriginalHitTemplateId:920937340;,2700,259200,Mon Oct 08 08:52:27 PDT 2018,,,3K2755HG5TW8Z1BQZ5T1685VLTDFDJ,A37AJI03M37NPJ,Submitted,Mon Sep 24 09:37:15 PDT 2018,Mon Sep 24 09:50:21 PDT 2018,Thu Sep 27 09:50:21 PDT 2018,,,,786,0% (0/0),0% (0/0),0% (0/0),1H6FR82J,x,
31ANT7FQN8VUM0PAPNUGMXXSSHQ5HY,3164SQ54U4PQLLCRCCXF8JS5M9G7XR,Screener survey for labor market study,"Fill out this 2-minute screener survey to qualify for a study that starts immediately, that study will take up to 15 minutes, and pays participation bonus $1 with scope to earn extra. Must have webcam.","survey, demographics, experiment",$0.05,Mon Sep 24 08:52:27 PDT 2018,1000,BatchId:3380463;OriginalHitTemplateId:920937340;,2700,259200,Mon Oct 08 08:52:27 PDT 2018,,,3DEL4X4EL7ESXYX2VVM1P0F37MEYX0,A3D5LD27W8PULH,Submitted,Mon Sep 24 09:37:54 PDT 2018,Mon Sep 24 09:57:01 PDT 2018,Thu Sep 27 09:57:01 PDT 2018,,,,1147,0% (0/0),0% (0/0),0% (0/0),1Q27TSSK,x,
31ANT7FQN8VUM0PAPNUGMXXSSHQ5HY,3164SQ54U4PQLLCRCCXF8JS5M9G7XR,Screener survey for labor market study,"Fill out this 2-minute screener survey to qualify for a study that starts immediately, that study will take up to 15 minutes, and pays participation bonus $1 with scope to earn extra. Must have webcam.","survey, demographics, experiment",$0.05,Mon Sep 24 08:52:27 PDT 2018,1000,BatchId:3380463;OriginalHitTemplateId:920937340;,2700,259200,Mon Oct 08 08:52:27 PDT 2018,,,3E13VNJ1NOOYHXX4KKFR83HECZYI15,A3QHRLHTTR2337,Submitted,Mon Sep 24 17:57:29 PDT 2018,Mon Sep 24 18:18:41 PDT 2018,Thu Sep 27 18:18:41 PDT 2018,,,,1272,0% (0/0),0% (0/0),0% (0/0),20G6T5T1,x,
31ANT7FQN8VUM0PAPNUGMXXSSHQ5HY,3164SQ54U4PQLLCRCCXF8JS5M9G7XR,Screener survey for labor market study,"Fill out this 2-minute screener survey to qualify for a study that starts immediately, that study will take up to 15 minutes, and pays participation bonus $1 with scope to earn extra. Must have webcam.","survey, demographics, experiment",$0.05,Mon Sep 24 08:52:27 PDT 2018,1000,BatchId:3380463;OriginalHitTemplateId:920937340;,2700,259200,Mon Oct 08 08:52:27 PDT 2018,,,386CSBG1O0F65HMK3YWHC1ZHB8OQ6J,A39VSKD2JKDN30,Submitted,Mon Sep 24 09:07:31 PDT 2018,Mon Sep 24 09:09:12 PDT 2018,Thu Sep 27 09:09:12 PDT 2018,,,,101,0% (0/0),0% (0/0),0% (0/0),24TNS52U,x,
31ANT7FQN8VUM0PAPNUGMXXSSHQ5HY,3164SQ54U4PQLLCRCCXF8JS5M9G7XR,Screener survey for labor market study,"Fill out this 2-minute screener survey to qualify for a study that starts immediately, that study will take up to 15 minutes, and pays participation bonus $1 with scope to earn extra. Must have webcam.","survey, demographics, experiment",$0.05,Mon Sep 24 08:52:27 PDT 2018,1000,BatchId:3380463;OriginalHitTemplateId:920937340;,2700,259200,Mon Oct 08 08:52:27 PDT 2018,,,34YB12FSQZHHHVDYNIYM7JS1VMWMGY,A3E9N7HDRLT8KV,Submitted,Mon Sep 24 09:13:03 PDT 2018,Mon Sep 24 09:17:44 PDT 2018,Thu Sep 27 09:17:44 PDT 2018,,,,281,0% (0/0),0% (0/0),0% (0/0),26499CKF,x,
31ANT7FQN8VUM0PAPNUGMXXSSHQ5HY,3164SQ54U4PQLLCRCCXF8JS5M9G7XR,Screener survey for labor market study,"Fill out this 2-minute screener survey to qualify for a study that starts immediately, that study will take up to 15 minutes, and pays participation bonus $1 with scope to earn extra. Must have webcam.","survey, demographics, experiment",$0.05,Mon Sep 24 08:52:27 PDT 2018,1000,BatchId:3380463;OriginalHitTemplateId:920937340;,2700,259200,Mon Oct 08 08:52:27 PDT 2018,,,3RRCEFRB7N55MOGH1S6CKEK4U6M4BK,A2Q7BWWDXGQJQR,Submitted,Tue Sep 25 16:41:09 PDT 2018,Tue Sep 25 16:49:43 PDT 2018,Fri Sep 28 16:49:43 PDT 2018,,,,514,0% (0/0),0% (0/0),0% (0/0),2BL2C7MS,x,
31ANT7FQN8VUM0PAPNUGMXXSSHQ5HY,3164SQ54U4PQLLCRCCXF8JS5M9G7XR,Screener survey for labor market study,"Fill out this 2-minute screener survey to qualify for a study that starts immediately, that study will take up to 15 minutes, and pays participation bonus $1 with scope to earn extra. Must have webcam.","survey, demographics, experiment",$0.05,Mon Sep 24 08:52:27 PDT 2018,1000,BatchId:3380463;OriginalHitTemplateId:920937340;,2700,259200,Mon Oct 08 08:52:27 PDT 2018,,,3PB5A5BD0WZYWS6BJCWXO1VB1J17GH,A2DI9Z0AAHSYBO,Submitted,Tue Sep 25 14:04:26 PDT 2018,Tue Sep 25 14:23:34 PDT 2018,Fri Sep 28 14:23:34 PDT 2018,,,,1148,0% (0/0),0% (0/0),0% (0/0),2FSRE1EG,,Wrong worker id or survey code
31ANT7FQN8VUM0PAPNUGMXXSSHQ5HY,3164SQ54U4PQLLCRCCXF8JS5M9G7XR,Screener survey for labor market study,"Fill out this 2-minute screener survey to qualify for a study that starts immediately, that study will take up to 15 minutes, and pays participation bonus $1 with scope to earn extra. Must have webcam.","survey, demographics, experiment",$0.05,Mon Sep 24 08:52:27 PDT 2018,1000,BatchId:3380463;OriginalHitTemplateId:920937340;,2700,259200,Mon Oct 08 08:52:27 PDT 2018,,,3D3VGR7TA187KZE2XBNJAOX2XK43R5,AMREQ1C3ZFW7F,Submitted,Tue Sep 25 04:52:45 PDT 2018,Tue Sep 25 05:05:02 PDT 2018,Fri Sep 28 05:05:02 PDT 2018,,,,737,0% (0/0),0% (0/0),0% (0/0),2PVAPOXK,x,
31ANT7FQN8VUM0PAPNUGMXXSSHQ5HY,3164SQ54U4PQLLCRCCXF8JS5M9G7XR,Screener survey for labor market study,"Fill out this 2-minute screener survey to qualify for a study that starts immediately, that study will take up to 15 minutes, and pays participation bonus $1 with scope to earn extra. Must have webcam.","survey, demographics, experiment",$0.05,Mon Sep 24 08:52:27 PDT 2018,1000,BatchId:3380463;OriginalHitTemplateId:920937340;,2700,259200,Mon Oct 08 08:52:27 PDT 2018,,,3X31TUMD7YF07Y5A5NC40J96TRGL1M,A1U8O381XF4CPT,Submitted,Mon Sep 24 08:57:18 PDT 2018,Mon Sep 24 09:15:01 PDT 2018,Thu Sep 27 09:15:01 PDT 2018,,,,1063,0% (0/0),0% (0/0),0% (0/0),2UE89ALQ,x,
31ANT7FQN8VUM0PAPNUGMXXSSHQ5HY,3164SQ54U4PQLLCRCCXF8JS5M9G7XR,Screener survey for labor market study,"Fill out this 2-minute screener survey to qualify for a study that starts immediately, that study will take up to 15 minutes, and pays participation bonus $1 with scope to earn extra. Must have webcam.","survey, demographics, experiment",$0.05,Mon Sep 24 08:52:27 PDT 2018,1000,BatchId:3380463;OriginalHitTemplateId:920937340;,2700,259200,Mon Oct 08 08:52:27 PDT 2018,,,386CSBG1O0F65HMK3YWHC1ZHB8NQ6I,AO9Z602FTTOP9,Submitted,Mon Sep 24 09:50:33 PDT 2018,Mon Sep 24 09:55:29 PDT 2018,Thu Sep 27 09:55:29 PDT 2018,,,,296,0% (0/0),0% (0/0),0% (0/0),2YG2PDFB,x,
31ANT7FQN8VUM0PAPNUGMXXSSHQ5HY,3164SQ54U4PQLLCRCCXF8JS5M9G7XR,Screener survey for labor market study,"Fill out this 2-minute screener survey to qualify for a study that starts immediately, that study will take up to 15 minutes, and pays participation bonus $1 with scope to earn extra. Must have webcam.","survey, demographics, experiment",$0.05,Mon Sep 24 08:52:27 PDT 2018,1000,BatchId:3380463;OriginalHitTemplateId:920937340;,2700,259200,Mon Oct 08 08:52:27 PDT 2018,,,3300DTYQT3AAIWFZ9GFFOPRUS7FEQX,A1FOIEIGDFZVSR,Submitted,Mon Sep 24 09:14:56 PDT 2018,Mon Sep 24 09:21:31 PDT 2018,Thu Sep 27 09:21:31 PDT 2018,,,,395,0% (0/0),0% (0/0),0% (0/0),30SFWEVY,x,
31ANT7FQN8VUM0PAPNUGMXXSSHQ5HY,3164SQ54U4PQLLCRCCXF8JS5M9G7XR,Screener survey for labor market study,"Fill out this 2-minute screener survey to qualify for a study that starts immediately, that study will take up to 15 minutes, and pays participation bonus $1 with scope to earn extra. Must have webcam.","survey, demographics, experiment",$0.05,Mon Sep 24 08:52:27 PDT 2018,1000,BatchId:3380463;OriginalHitTemplateId:920937340;,2700,259200,Mon Oct 08 08:52:27 PDT 2018,,,3F6HPJW4JETN7DZ5S5JKED0RJ6E2WX,AZTCXU0TX6JRM,Submitted,Mon Sep 24 11:20:03 PDT 2018,Mon Sep 24 11:20:08 PDT 2018,Thu Sep 27 11:20:08 PDT 2018,,,,5,0% (0/0),0% (0/0),0% (0/0),338YY6JB,x,
31ANT7FQN8VUM0PAPNUGMXXSSHQ5HY,3164SQ54U4PQLLCRCCXF8JS5M9G7XR,Screener survey for labor market study,"Fill out this 2-minute screener survey to qualify for a study that starts immediately, that study will take up to 15 minutes, and pays participation bonus $1 with scope to earn extra. Must have webcam.","survey, demographics, experiment",$0.05,Mon Sep 24 08:52:27 PDT 2018,1000,BatchId:3380463;OriginalHitTemplateId:920937340;,2700,259200,Mon Oct 08 08:52:27 PDT 2018,,,32UTUBMZ7HP4G1ZWLO7ZT4KH63IBVR,A3A84ZTVTML3SZ,Submitted,Mon Sep 24 10:56:44 PDT 2018,Mon Sep 24 11:03:18 PDT 2018,Thu Sep 27 11:03:18 PDT 2018,,,,394,0% (0/0),0% (0/0),0% (0/0),3AMBQYWB,x,
31ANT7FQN8VUM0PAPNUGMXXSSHQ5HY,3164SQ54U4PQLLCRCCXF8JS5M9G7XR,Screener survey for labor market study,"Fill out this 2-minute screener survey to qualify for a study that starts immediately, that study will take up to 15 minutes, and pays participation bonus $1 with scope to earn extra. Must have webcam.","survey, demographics, experiment",$0.05,Mon Sep 24 08:52:27 PDT 2018,1000,BatchId:3380463;OriginalHitTemplateId:920937340;,2700,259200,Mon Oct 08 08:52:27 PDT 2018,,,3T111IHZ5FJTZ13IEKOT110OXVT9R9,A386AUYQRP1D1C,Submitted,Mon Sep 24 08:54:41 PDT 2018,Mon Sep 24 09:19:56 PDT 2018,Thu Sep 27 09:19:56 PDT 2018,,,,1515,0% (0/0),0% (0/0),0% (0/0),3HGHHAAF,x,
31ANT7FQN8VUM0PAPNUGMXXSSHQ5HY,3164SQ54U4PQLLCRCCXF8JS5M9G7XR,Screener survey for labor market study,"Fill out this 2-minute screener survey to qualify for a study that starts immediately, that study will take up to 15 minutes, and pays participation bonus $1 with scope to earn extra. Must have webcam.","survey, demographics, experiment",$0.05,Mon Sep 24 08:52:27 PDT 2018,1000,BatchId:3380463;OriginalHitTemplateId:920937340;,2700,259200,Mon Oct 08 08:52:27 PDT 2018,,,3YDGXNSEO0NMKQIAYGM2TCU3LHU48B,AA6K05EFNJ3T0,Submitted,Mon Sep 24 13:45:36 PDT 2018,Mon Sep 24 14:19:52 PDT 2018,Thu Sep 27 14:19:52 PDT 2018,,,,2056,0% (0/0),0% (0/0),0% (0/0),3MR1AY6W,x,
31ANT7FQN8VUM0PAPNUGMXXSSHQ5HY,3164SQ54U4PQLLCRCCXF8JS5M9G7XR,Screener survey for labor market study,"Fill out this 2-minute screener survey to qualify for a study that starts immediately, that study will take up to 15 minutes, and pays participation bonus $1 with scope to earn extra. Must have webcam.","survey, demographics, experiment",$0.05,Mon Sep 24 08:52:27 PDT 2018,1000,BatchId:3380463;OriginalHitTemplateId:920937340;,2700,259200,Mon Oct 08 08:52:27 PDT 2018,,,31Z0PCVWUL821XSH3CV4NKA0QQ37T9,AAJXFWHJCE1JH,Submitted,Mon Sep 24 08:56:30 PDT 2018,Mon Sep 24 08:59:10 PDT 2018,Thu Sep 27 08:59:10 PDT 2018,,,,160,0% (0/0),0% (0/0),0% (0/0),3U8UHF53,x,
31ANT7FQN8VUM0PAPNUGMXXSSHQ5HY,3164SQ54U4PQLLCRCCXF8JS5M9G7XR,Screener survey for labor market study,"Fill out this 2-minute screener survey to qualify for a study that starts immediately, that study will take up to 15 minutes, and pays participation bonus $1 with scope to earn extra. Must have webcam.","survey, demographics, experiment",$0.05,Mon Sep 24 08:52:27 PDT 2018,1000,BatchId:3380463;OriginalHitTemplateId:920937340;,2700,259200,Mon Oct 08 08:52:27 PDT 2018,,,36H9ULYP63NL2NBI91FC9608QHTFJO,ALZCV7Y928GTF,Submitted,Mon Sep 24 13:15:13 PDT 2018,Mon Sep 24 13:15:21 PDT 2018,Thu Sep 27 13:15:21 PDT 2018,,,,8,0% (0/0),0% (0/0),0% (0/0),4FABJPFH,x,
31ANT7FQN8VUM0PAPNUGMXXSSHQ5HY,3164SQ54U4PQLLCRCCXF8JS5M9G7XR,Screener survey for labor market study,"Fill out this 2-minute screener survey to qualify for a study that starts immediately, that study will take up to 15 minutes, and pays participation bonus $1 with scope to earn extra. Must have webcam.","survey, demographics, experiment",$0.05,Mon Sep 24 08:52:27 PDT 2018,1000,BatchId:3380463;OriginalHitTemplateId:920937340;,2700,259200,Mon Oct 08 08:52:27 PDT 2018,,,3A1PQ49WVIAYL2MKE2X68RGZCF31H1,A3GFGPPC495SPO,Submitted,Mon Sep 24 13:12:57 PDT 2018,Mon Sep 24 13:20:46 PDT 2018,Thu Sep 27 13:20:46 PDT 2018,,,,469,0% (0/0),0% (0/0),0% (0/0),4N8GX9XY,x,
31ANT7FQN8VUM0PAPNUGMXXSSHQ5HY,3164SQ54U4PQLLCRCCXF8JS5M9G7XR,Screener survey for labor market study,"Fill out this 2-minute screener survey to qualify for a study that starts immediately, that study will take up to 15 minutes, and pays participation bonus $1 with scope to earn extra. Must have webcam.","survey, demographics, experiment",$0.05,Mon Sep 24 08:52:27 PDT 2018,1000,BatchId:3380463;OriginalHitTemplateId:920937340;,2700,259200,Mon Oct 08 08:52:27 PDT 2018,,,38JBBYETQP33TRS1BJ82LMQPWOIE4I,A17GA3F4NSSQ31,Submitted,Mon Sep 24 15:43:04 PDT 2018,Mon Sep 24 15:53:17 PDT 2018,Thu Sep 27 15:53:17 PDT 2018,,,,613,0% (0/0),0% (0/0),0% (0/0),56UIXG3U,x,
31ANT7FQN8VUM0PAPNUGMXXSSHQ5HY,3164SQ54U4PQLLCRCCXF8JS5M9G7XR,Screener survey for labor market study,"Fill out this 2-minute screener survey to qualify for a study that starts immediately, that study will take up to 15 minutes, and pays participation bonus $1 with scope to earn extra. Must have webcam.","survey, demographics, experiment",$0.05,Mon Sep 24 08:52:27 PDT 2018,1000,BatchId:3380463;OriginalHitTemplateId:920937340;,2700,259200,Mon Oct 08 08:52:27 PDT 2018,,,3QL2OFSM97BAI1ITXXH3U7WM2W9CNX,A2TU89V68N6GPU,Submitted,Mon Sep 24 22:04:54 PDT 2018,Mon Sep 24 22:06:19 PDT 2018,Thu Sep 27 22:06:19 PDT 2018,,,,85,0% (0/0),0% (0/0),0% (0/0),5801,,Wrong worker id or survey code
31ANT7FQN8VUM0PAPNUGMXXSSHQ5HY,3164SQ54U4PQLLCRCCXF8JS5M9G7XR,Screener survey for labor market study,"Fill out this 2-minute screener survey to qualify for a study that starts immediately, that study will take up to 15 minutes, and pays participation bonus $1 with scope to earn extra. Must have webcam.","survey, demographics, experiment",$0.05,Mon Sep 24 08:52:27 PDT 2018,1000,BatchId:3380463;OriginalHitTemplateId:920937340;,2700,259200,Mon Oct 08 08:52:27 PDT 2018,,,3B837J3LDPPB4GZHNQOKIW5EPVPSRY,A1VFRCYMWGWWCZ,Submitted,Mon Sep 24 17:42:08 PDT 2018,Mon Sep 24 18:24:45 PDT 2018,Thu Sep 27 18:24:45 PDT 2018,,,,2557,0% (0/0),0% (0/0),0% (0/0),5I4DXDJ5,x,
31ANT7FQN8VUM0PAPNUGMXXSSHQ5HY,3164SQ54U4PQLLCRCCXF8JS5M9G7XR,Screener survey for labor market study,"Fill out this 2-minute screener survey to qualify for a study that starts immediately, that study will take up to 15 minutes, and pays participation bonus $1 with scope to earn extra. Must have webcam.","survey, demographics, experiment",$0.05,Mon Sep 24 08:52:27 PDT 2018,1000,BatchId:3380463;OriginalHitTemplateId:920937340;,2700,259200,Mon Oct 08 08:52:27 PDT 2018,,,3AQF3RZ559B9ESWBPILN02V34JXF6M,A163IXTTEZCCJ6,Submitted,Mon Sep 24 20:54:16 PDT 2018,Mon Sep 24 21:02:23 PDT 2018,Thu Sep 27 21:02:23 PDT 2018,,,,487,100% (1/1),0% (0/0),0% (0/0),5K7KIBZ7,x,
